City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Cayenne,GF,2021-12-05 13:49:48,4.9333,-52.3333,80.1,87,75,3.0
294,Desaguadero,PE,2021-12-05 13:49:48,-16.5656,-69.0417,49.1,70,100,0.49
295,Chuy,UY,2021-12-05 13:49:48,-33.6971,-53.4616,71.8,68,58,9.04
296,Nantucket,US,2021-12-05 13:49:49,41.2835,-70.0995,43.14,58,1,9.22
297,Vanavara,RU,2021-12-05 13:49:49,60.34,102.2797,9.63,97,100,2.64
298,Odweyne,SO,2021-12-05 13:49:49,9.4092,45.064,75.38,33,0,15.43
299,Kamenka,RU,2021-12-05 13:49:49,51.3223,42.7678,27.75,65,3,8.1
300,Shiyan,CN,2021-12-05 13:49:50,32.6475,110.7781,47.41,51,0,2.75
301,Bairiki,KI,2021-12-05 13:49:50,1.3292,172.9752,80.6,83,75,10.36
302,Storm Lake,US,2021-12-05 13:49:50,42.6411,-95.2097,35.29,69,1,9.22
303,Tarabuco,BO,2021-12-05 13:49:50,-19.1667,-64.9167,51.48,80,100,3.96
304,Linxia,CN,2021-12-05 13:49:51,35.6003,103.2064,30.31,54,0,2.95
305,Suntar,RU,2021-12-05 13:49:51,62.1444,117.6319,-6.5,82,99,10.78
306,Carbunesti,RO,2021-12-05 13:49:51,45.2333,26.2,47.05,87,35,3.8
307,Samarai,PG,2021-12-05 13:49:51,-10.6167,150.6667,81.55,77,93,7.18
308,Te Anau,NZ,2021-12-05 13:49:52,-45.4167,167.7167,42.93,97,100,4.0
309,Trairi,BR,2021-12-05 13:48:52,-3.2778,-39.2689,88.59,57,79,15.99
310,Jiuquan,CN,2021-12-05 13:49:52,39.7432,98.5174,32.58,33,94,6.73
311,Qujing,CN,2021-12-05 13:49:52,25.4833,103.7833,48.97,85,99,2.82
312,Burgersdorp,ZA,2021-12-05 13:49:52,-30.9977,26.3286,63.59,84,100,19.24
313,Weinan,CN,2021-12-05 13:49:53,34.5036,109.5089,33.49,42,2,1.66
314,Avarua,CK,2021-12-05 13:49:53,-21.2078,-159.775,78.85,89,75,5.75
315,Sao Filipe,CV,2021-12-05 13:49:53,14.8961,-24.4956,76.86,69,82,7.87
316,Zhengjiatun,CN,2021-12-05 13:49:54,43.5064,123.5064,31.87,90,59,10.0
317,Taua,BR,2021-12-05 13:49:54,-5.9667,-40.3,83.12,54,84,14.14
318,Prieska,ZA,2021-12-05 13:49:54,-29.6641,22.7474,79.09,19,0,23.0
319,Ahipara,NZ,2021-12-05 13:49:54,-35.1667,173.1667,65.48,95,29,9.37
320,Roma,US,2021-12-05 13:45:58,43.2128,-75.4557,35.65,90,90,0.0
321,Najran,SA,2021-12-05 13:49:55,17.4924,44.1277,77.65,18,1,11.5
322,High Rock,BS,2021-12-05 13:49:55,26.6208,-78.2833,69.82,70,77,14.56
323,Tommot,RU,2021-12-05 13:49:55,58.9564,126.2925,17.78,95,100,5.75
324,Okhotsk,RU,2021-12-05 13:50:56,59.3833,143.3,-15.21,90,31,10.89
325,Karratha,AU,2021-12-05 13:50:56,-20.7377,116.8463,89.65,40,67,21.12
326,Port Elizabeth,ZA,2021-12-05 13:50:56,-33.918,25.5701,70.11,100,90,8.05
327,Upernavik,GL,2021-12-05 13:50:56,72.7868,-56.1549,25.61,65,100,7.72
328,Leningradskiy,RU,2021-12-05 13:50:57,69.3833,178.4167,-0.47,100,100,10.65
329,Nazareno Etla,MX,2021-12-05 13:50:57,17.1783,-96.8239,57.38,79,7,2.33
330,Victor Harbor,AU,2021-12-05 13:50:57,-35.5667,138.6167,62.69,84,92,5.19
331,Qaqortoq,GL,2021-12-05 13:50:58,60.7167,-46.0333,27.05,79,100,28.54
332,Bereda,ES,2021-12-05 13:50:58,43.2686,-7.5406,54.0,96,100,5.01
333,El Alto,PE,2021-12-05 13:50:58,-4.2714,-81.2147,69.46,62,90,12.77
334,Longyearbyen,SJ,2021-12-05 13:50:58,78.2186,15.6401,-2.6,95,51,2.48
335,Bull Savanna,JM,2021-12-05 13:50:59,17.8868,-77.5902,77.99,71,100,6.46
336,Saint-Joseph,RE,2021-12-05 13:50:59,-21.3667,55.6167,81.21,75,17,9.84
337,Shimoda,JP,2021-12-05 13:50:59,34.6667,138.95,48.11,82,100,13.29
338,Inirida,CO,2021-12-05 13:51:00,3.8653,-67.9239,83.7,71,82,1.32
339,Mandiana,GN,2021-12-05 13:51:00,10.6333,-8.6833,96.6,11,49,7.38
340,Khandyga,RU,2021-12-05 13:51:00,62.6667,135.6,-5.21,99,100,1.57
341,Namibe,AO,2021-12-05 13:51:00,-15.1961,12.1522,78.01,60,71,12.66
342,Adrian,US,2021-12-05 13:47:34,41.8975,-84.0372,35.55,66,90,1.99
343,Lagunas,PE,2021-12-05 13:51:01,-5.2269,-75.6753,74.84,96,100,2.48
344,Antalaha,MG,2021-12-05 13:51:01,-14.9003,50.2788,81.61,73,36,11.34
345,Palembang,ID,2021-12-05 13:51:01,-2.9167,104.7458,78.89,94,40,2.3
346,Bayir,TR,2021-12-05 13:51:01,37.2687,28.2167,59.52,82,60,5.75
347,Mariental,NA,2021-12-05 13:51:02,-24.6333,17.9667,87.03,8,0,7.72
348,Greifswald,DE,2021-12-05 13:51:02,54.1,13.3833,38.1,84,100,14.74
349,Tukums,LV,2021-12-05 13:51:02,56.9669,23.1553,13.35,85,90,9.71
350,Maniitsoq,GL,2021-12-05 13:51:03,65.4167,-52.9,30.2,74,100,29.84
351,Alenquer,BR,2021-12-05 13:51:03,-1.9417,-54.7383,80.94,67,92,4.36
352,Kuusamo,FI,2021-12-05 13:51:03,65.9667,29.1833,-14.76,84,75,1.14
353,Paamiut,GL,2021-12-05 13:51:03,61.994,-49.6678,28.22,65,100,17.43
354,Vila Franca Do Campo,PT,2021-12-05 13:51:04,37.7167,-25.4333,68.2,72,29,3.42
355,Beira,MZ,2021-12-05 13:51:04,-19.8436,34.8389,89.69,62,0,28.01
356,Trelew,AR,2021-12-05 13:51:04,-43.249,-65.3051,82.69,22,0,9.13
357,Souillac,MU,2021-12-05 13:51:04,-20.5167,57.5167,84.58,65,40,11.5
358,Cherskiy,RU,2021-12-05 13:51:05,68.75,161.3,-44.77,100,87,6.67
359,Waingapu,ID,2021-12-05 13:51:05,-9.6567,120.2641,79.81,83,100,5.14
360,Yumen,CN,2021-12-05 13:51:05,40.2833,97.2,32.34,43,100,20.42
361,Urengoy,RU,2021-12-05 13:51:06,65.9667,78.3667,-34.91,100,16,3.83
362,Morondava,MG,2021-12-05 13:51:06,-20.2833,44.2833,83.88,67,57,14.41
363,Gisborne,NZ,2021-12-05 13:51:06,-38.6533,178.0042,64.94,87,24,5.82
364,Vredendal,ZA,2021-12-05 13:51:06,-31.6683,18.5012,65.37,70,100,7.81
365,Bathsheba,BB,2021-12-05 13:51:07,13.2167,-59.5167,84.81,70,75,21.85
366,Bera,BD,2021-12-05 13:51:07,24.0833,89.6167,69.03,85,100,5.23
367,Sao Joao Da Ponte,BR,2021-12-05 13:51:07,-15.9292,-44.0078,78.22,67,55,7.29
368,Quang Ngai,VN,2021-12-05 13:51:07,15.1167,108.8,66.81,90,100,7.49
369,Golden,US,2021-12-05 13:46:39,39.7555,-105.2211,58.48,23,19,5.01
370,Griffith,US,2021-12-05 13:51:08,41.5284,-87.4237,39.97,47,75,5.01
371,Qasigiannguit,GL,2021-12-05 13:51:08,68.8193,-51.1922,34.2,50,100,20.89
372,Weligama,LK,2021-12-05 13:52:08,5.9667,80.4167,79.41,85,49,4.21
373,Acapulco,MX,2021-12-05 13:52:09,16.8634,-99.8901,75.02,83,20,5.75
374,Nabire,ID,2021-12-05 13:52:09,-3.3667,135.4833,77.05,90,100,4.18
375,Marawi,PH,2021-12-05 13:52:09,7.9986,124.2928,67.64,97,100,3.44
376,Saint-Denis,FR,2021-12-05 13:52:09,48.9167,2.3333,43.41,92,75,5.01
377,Calama,CL,2021-12-05 13:52:10,-22.4667,-68.9333,68.49,18,12,8.05
378,Vallenar,CL,2021-12-05 13:52:10,-28.5708,-70.7581,78.78,26,49,5.32
379,Homer,US,2021-12-05 13:52:10,59.6425,-151.5483,21.07,93,75,0.0
380,Timra,SE,2021-12-05 13:52:10,62.487,17.3257,15.67,74,75,9.22
381,Isangel,VU,2021-12-05 13:52:11,-19.55,169.2667,76.93,87,14,7.27
382,Wichita Falls,US,2021-12-05 13:51:11,33.9137,-98.4934,44.74,93,1,5.75
383,Tazovskiy,RU,2021-12-05 13:52:11,67.4667,78.7,-24.23,98,15,10.58
384,Turayf,SA,2021-12-05 13:52:11,31.6725,38.6637,68.25,42,0,13.8
385,Luanda,AO,2021-12-05 13:52:11,-8.8368,13.2343,86.0,70,20,10.36
386,Gazojak,TM,2021-12-05 13:52:12,41.1875,61.4036,40.5,66,4,2.71
387,Shafranovo,RU,2021-12-05 13:52:12,53.9667,54.7667,22.55,96,100,3.62
388,Damghan,IR,2021-12-05 13:52:12,36.1683,54.348,44.37,40,52,4.81
389,Shancheng,CN,2021-12-05 13:52:12,34.7953,116.0817,45.88,45,0,8.05
390,Dalby,AU,2021-12-05 13:52:13,-27.1833,151.2667,63.99,90,72,1.01
391,Huaiyuan,CN,2021-12-05 13:52:13,32.973,117.1995,48.85,37,0,5.03
392,Candolim,IN,2021-12-05 13:52:13,15.5181,73.7626,80.6,57,4,5.75
393,Sinnamary,GF,2021-12-05 13:52:14,5.3833,-52.95,79.16,87,98,6.49
394,Almaznyy,RU,2021-12-05 13:52:14,48.0448,40.045,35.74,97,100,11.5
395,Arman,RU,2021-12-05 13:52:14,59.7,150.1667,-14.67,97,37,6.89
396,Ossora,RU,2021-12-05 13:52:14,59.2353,163.0719,7.92,82,37,8.9
397,Chumphon,TH,2021-12-05 13:52:15,10.3333,98.8333,71.71,90,29,2.73
398,Tautira,PF,2021-12-05 13:52:15,-17.7333,-149.15,73.42,69,39,14.34
399,Katobu,ID,2021-12-05 13:52:15,-4.9408,122.5276,76.51,88,100,10.6
400,Henties Bay,NA,2021-12-05 13:52:15,-22.116,14.2845,66.85,69,0,17.29
401,Miri,MY,2021-12-05 13:52:16,4.4148,114.0089,80.74,83,40,6.91
402,Christchurch,NZ,2021-12-05 13:49:58,-43.5333,172.6333,51.91,91,90,10.0
403,Mujiayingzi,CN,2021-12-05 13:52:16,42.1167,118.7833,32.94,45,99,7.63
404,Dawei,MM,2021-12-05 13:52:16,14.0833,98.2,65.25,62,33,7.43
405,Ponta Do Sol,PT,2021-12-05 13:52:16,32.6667,-17.1,72.01,58,36,4.45
406,Mount Gambier,AU,2021-12-05 13:52:17,-37.8333,140.7667,48.11,87,78,5.75
407,Upata,VE,2021-12-05 13:52:17,8.0086,-62.3989,76.19,58,16,6.87
408,Kloulklubed,PW,2021-12-05 13:52:17,7.0419,134.2556,83.48,73,100,2.71
409,Nuevitas,CU,2021-12-05 13:52:17,21.5453,-77.2644,79.34,78,100,11.63
410,Yangjiang,CN,2021-12-05 13:52:18,21.85,111.9667,59.41,38,3,6.55
411,Manokwari,ID,2021-12-05 13:52:18,-0.8667,134.0833,79.14,88,100,5.79
412,San Blas,MX,2021-12-05 13:52:18,21.5167,-105.2667,62.49,81,100,1.72
413,Fort-Shevchenko,KZ,2021-12-05 13:52:18,44.5086,50.263,47.48,71,100,10.16
414,Tendo,JP,2021-12-05 13:52:19,38.3536,140.3697,32.7,87,6,1.25
415,Newport,GB,2021-12-05 13:49:54,51.5877,-2.9984,47.55,70,99,19.13
416,Atocha,BO,2021-12-05 13:52:19,-20.9333,-66.2333,51.01,68,100,7.94
417,Krasnoselkup,RU,2021-12-05 13:52:19,65.7,82.4667,-36.63,100,28,3.11
418,San Cristobal,VE,2021-12-05 13:52:20,7.7669,-72.225,69.98,47,97,6.96
419,Sangar,RU,2021-12-05 13:53:20,63.9242,127.4739,-12.73,98,100,3.44
420,Aksarka,RU,2021-12-05 13:53:20,66.5606,67.7975,-24.05,99,71,10.92
421,Chegdomyn,RU,2021-12-05 13:53:20,51.1167,133.0167,7.39,96,100,0.38
422,Adrar,MR,2021-12-05 13:53:21,20.5022,-10.0711,74.43,12,100,15.46
423,Jumla,NP,2021-12-05 13:53:21,29.2747,82.1838,41.83,82,68,4.83
424,Mount Isa,AU,2021-12-05 13:53:21,-20.7333,139.5,76.77,65,90,16.11
425,Pangnirtung,CA,2021-12-05 13:53:21,66.1451,-65.7125,19.4,93,90,16.11
426,Male,MV,2021-12-05 13:53:22,4.1748,73.5089,84.15,74,20,12.66
427,Itapirapua,BR,2021-12-05 13:53:22,-15.8233,-50.6133,84.88,63,88,5.75
428,Genhe,CN,2021-12-05 13:53:22,50.7833,121.5167,-0.04,99,92,3.42
429,Anqing,CN,2021-12-05 13:53:22,30.5092,117.0506,52.34,33,0,1.99
430,Saint-Pierre,RE,2021-12-05 13:53:23,-21.3393,55.4781,82.29,69,0,16.11
431,Laguna,US,2021-12-05 13:53:23,38.421,-121.4238,51.96,97,90,1.01
432,Svetlogorsk,BY,2021-12-05 13:53:23,52.6333,29.7333,26.65,91,100,4.5
433,Dulce Nombre De Culmi,HN,2021-12-05 13:53:23,15.1,-85.5333,73.63,92,38,1.86
434,Ramanuj Ganj,IN,2021-12-05 13:53:24,23.8,83.7,64.45,69,0,2.84
435,Jaisalmer,IN,2021-12-05 13:53:24,26.9147,70.9181,72.09,17,0,6.24
436,Bilma,NE,2021-12-05 13:53:24,18.6853,12.9164,79.86,12,100,4.23
437,Santa Isabel Do Rio Negro,BR,2021-12-05 13:53:24,-0.4139,-65.0192,83.98,72,93,3.31
438,Jadu,LY,2021-12-05 13:53:25,31.953,12.0261,55.53,24,0,18.28
439,Margate,GB,2021-12-05 13:53:25,51.3813,1.3862,45.91,88,97,8.01
440,Rajshahi,BD,2021-12-05 13:53:25,24.3667,88.6,69.22,72,100,3.94
441,Adana,TR,2021-12-05 13:53:25,36.985,35.2881,72.12,32,0,8.05
442,Axim,GH,2021-12-05 13:53:26,4.8699,-2.2405,85.1,68,93,9.44
443,Alta,NO,2021-12-05 13:53:26,69.9689,23.2717,4.26,61,0,9.22
444,Honiara,SB,2021-12-05 13:53:26,-9.4333,159.95,78.15,88,97,2.8
445,Marsabit,KE,2021-12-05 13:53:26,2.3284,37.9899,72.63,55,88,13.58
446,Manta,EC,2021-12-05 13:53:27,-0.95,-80.7333,73.18,88,90,10.36
447,Mackay,AU,2021-12-05 13:53:27,-21.15,149.2,78.78,69,40,14.97
448,Ribeira Grande,PT,2021-12-05 13:53:27,38.5167,-28.7,66.6,63,40,11.5
449,Rio Gallegos,AR,2021-12-05 13:53:27,-51.6226,-69.2181,59.05,26,20,21.85
450,Mocuba,MZ,2021-12-05 13:53:28,-16.8392,36.9856,103.1,19,5,7.27
451,Oranjestad,AW,2021-12-05 13:53:28,12.524,-70.027,80.55,83,40,16.11
452,Glendive,US,2021-12-05 13:53:28,47.1053,-104.7125,25.43,84,40,23.02
453,Jasper,US,2021-12-05 13:49:59,37.2001,-94.3502,59.27,79,90,8.01
454,Razdolinsk,RU,2021-12-05 13:53:28,58.4211,94.6658,21.45,96,100,9.66
455,San Onofre,CO,2021-12-05 13:53:29,9.7359,-75.5263,82.51,78,98,5.21
456,Kaputa,ZM,2021-12-05 13:53:29,-8.4689,29.6619,83.17,47,73,3.06
457,Kizhinga,RU,2021-12-05 13:53:29,51.8462,109.9097,16.34,78,24,11.01
458,Charleston,US,2021-12-05 13:53:30,32.7766,-79.9309,60.03,98,75,0.0
459,Tamiahua,MX,2021-12-05 13:53:30,21.2667,-97.45,72.16,85,8,4.14
460,Limbang,MY,2021-12-05 13:53:30,4.75,115.0,82.71,98,100,1.54
461,Atherton,GB,2021-12-05 13:53:30,53.5237,-2.4935,44.89,76,100,8.01
462,Bardiyah,LY,2021-12-05 13:53:31,31.7561,25.0865,65.98,54,64,17.2
463,La Asuncion,VE,2021-12-05 13:53:31,11.0333,-63.8628,78.53,89,33,8.05
464,Srednekolymsk,RU,2021-12-05 13:53:31,67.45,153.6833,-47.69,100,66,4.88
465,Xinzhou,CN,2021-12-05 13:54:31,38.4092,112.7333,36.21,33,98,0.96
466,Sinjar,IQ,2021-12-05 13:54:32,36.3209,41.8754,55.81,27,100,9.69
467,Palauig,PH,2021-12-05 13:54:32,15.435,119.9045,77.13,68,27,3.78
468,Ushtobe,KZ,2021-12-05 13:54:32,45.2514,77.9838,40.15,62,100,5.82
469,Half Moon Bay,US,2021-12-05 13:51:05,37.4636,-122.4286,52.32,93,90,4.61
470,Kawalu,ID,2021-12-05 13:54:32,-7.3817,108.2082,74.89,92,100,2.08
471,Quatre Cocos,MU,2021-12-05 13:54:33,-20.2078,57.7625,84.31,71,23,13.47
472,Porangatu,BR,2021-12-05 13:54:33,-13.4408,-49.1486,81.45,68,70,7.76
473,Manggar,ID,2021-12-05 13:54:33,-2.8833,108.2667,78.06,86,100,6.53
474,Bantou,CN,2021-12-05 13:54:33,26.2151,117.4893,50.4,83,0,1.61
475,Deep River,CA,2021-12-05 13:54:34,46.1001,-77.4995,6.55,59,85,4.25
476,Lompoc,US,2021-12-05 13:54:34,34.6391,-120.4579,57.18,97,90,6.91
477,Oga,IT,2021-12-05 13:54:34,46.4631,10.347,31.69,83,97,5.5
478,Tezu,IN,2021-12-05 13:51:22,27.9167,96.1667,67.05,60,21,3.76
479,Nhulunbuy,AU,2021-12-05 13:54:34,-12.2333,136.7667,81.21,89,95,4.61
480,Sabha,LY,2021-12-05 13:54:35,27.0377,14.4283,63.82,22,0,7.74
481,Scarborough,GB,2021-12-05 13:50:39,54.2797,-0.4044,46.08,87,71,1.01
482,Nemuro,JP,2021-12-05 13:54:35,43.3236,145.575,34.45,65,1,15.08
483,Caconda,AO,2021-12-05 13:54:35,-13.7333,15.0667,62.82,87,100,3.2
484,Alugan,PH,2021-12-05 13:54:36,12.2188,125.4808,78.8,78,100,13.62
485,Oceanside,US,2021-12-05 13:54:23,33.1959,-117.3795,58.05,89,22,1.01
486,Changji,CN,2021-12-05 13:54:36,44.0167,87.3167,23.79,68,100,0.0
487,Puerto Narino,CO,2021-12-05 13:54:36,-3.7703,-70.3831,75.15,99,100,0.51
488,Karoi,ZW,2021-12-05 13:54:36,-16.8099,29.6925,93.88,16,58,10.49
489,Kenora,CA,2021-12-05 13:54:37,49.8167,-94.4337,21.18,92,75,4.61
490,Hojo,JP,2021-12-05 13:54:37,33.9766,132.7777,46.31,70,27,7.38
491,Jishou,CN,2021-12-05 13:54:37,28.3167,109.7167,54.09,64,0,1.1
492,Lata,PT,2021-12-05 13:54:37,40.1629,-8.3327,58.93,65,58,13.15
493,Menongue,AO,2021-12-05 13:54:38,-14.6585,17.691,71.47,76,100,6.69
494,Walvis Bay,NA,2021-12-05 13:54:38,-22.9575,14.5053,67.08,58,0,23.09
495,Kenai,US,2021-12-05 13:54:38,60.5544,-151.2583,13.14,87,75,6.91
496,Kaduna,NG,2021-12-05 13:54:38,10.5222,7.4383,94.51,17,10,5.93
497,Merrill,US,2021-12-05 13:54:39,45.1805,-89.6835,24.57,93,90,9.22
498,Khorixas,NA,2021-12-05 13:54:39,-20.3667,14.9667,91.92,5,0,17.83
499,Muriwai Beach,NZ,2021-12-05 13:54:39,-36.8167,174.45,68.36,92,29,7.72
500,Sept-Iles,CA,2021-12-05 13:54:39,50.2001,-66.3821,7.23,78,75,3.44
501,Jaguarari,BR,2021-12-05 13:54:40,-10.2639,-40.1958,78.82,63,93,9.35
502,Key Largo,US,2021-12-05 13:54:24,25.0865,-80.4473,77.02,65,68,11.34
503,La Ronge,CA,2021-12-05 13:54:40,55.1001,-105.2842,-7.35,77,90,8.05
504,Hami,CN,2021-12-05 13:54:40,42.8,93.45,31.5,46,49,4.47
505,Sao Borja,BR,2021-12-05 13:54:41,-28.6606,-56.0044,86.95,45,0,9.33
506,Mahibadhoo,MV,2021-12-05 13:54:41,3.7833,72.9667,83.01,71,76,14.76
507,Saint-Leu,RE,2021-12-05 13:54:41,-21.15,55.2833,81.68,74,23,2.04
508,Chernyshevskiy,RU,2021-12-05 13:54:41,63.0128,112.4714,-25.67,100,89,4.5
509,Juxtlahuaca,MX,2021-12-05 13:54:42,17.4294,-99.1467,68.67,66,0,3.67
510,Ambilobe,MG,2021-12-05 13:54:42,-13.2,49.05,91.22,40,18,6.17
511,Mabai,CN,2021-12-05 13:55:42,23.0128,104.4508,51.01,84,100,0.85
512,Ust-Nera,RU,2021-12-05 13:55:42,64.5667,143.2,-30.84,98,95,5.93
513,Goundi,TD,2021-12-05 13:55:43,9.3627,17.366,100.31,13,98,5.55
514,Cockburn Town,TC,2021-12-05 13:55:43,21.4612,-71.1419,80.2,75,17,20.2
515,Yar-Sale,RU,2021-12-05 13:55:43,66.8333,70.8333,-17.27,96,9,11.36
516,Hervey Bay,AU,2021-12-05 13:55:25,-25.2986,152.8535,74.01,87,16,3.0
517,Saint Simons,US,2021-12-05 13:55:43,31.1352,-81.3901,60.03,100,1,3.44
518,Gold Coast,AU,2021-12-05 13:55:44,-28.0,153.4333,70.0,83,90,8.01
519,Katangli,RU,2021-12-05 13:55:44,51.7102,143.2326,16.95,84,21,13.58
520,Bosaso,SO,2021-12-05 13:55:44,11.2842,49.1816,80.58,69,20,26.46
521,Constitucion,CL,2021-12-05 13:55:44,-35.3333,-72.4167,70.7,50,0,3.47
522,Kutum,SD,2021-12-05 13:55:45,14.2,24.6667,82.11,15,82,9.51
523,Sioux Lookout,CA,2021-12-05 13:55:45,50.1001,-91.917,12.58,92,90,6.91
524,Kudymkar,RU,2021-12-05 13:55:45,59.0173,54.656,1.29,91,19,8.05
525,Lokosovo,RU,2021-12-05 13:55:45,61.1333,74.8167,5.61,95,100,7.25
526,Bage,BR,2021-12-05 13:55:46,-31.3314,-54.1069,74.8,68,90,10.36
527,Shima,CN,2021-12-05 13:55:46,24.4478,117.8111,64.22,79,0,3.6
528,Pragal,PT,2021-12-05 13:55:46,38.6746,-9.1698,61.27,55,75,14.97
529,Kerman,IR,2021-12-05 13:55:47,30.2832,57.0788,60.66,9,75,0.0
530,Gondar,ET,2021-12-05 13:55:47,12.6,37.4667,72.93,25,0,4.32
531,Mayo,US,2021-12-05 13:55:47,38.8876,-76.5119,47.86,63,29,5.99
532,Jiangyou,CN,2021-12-05 13:55:47,31.7667,104.7167,53.44,61,0,2.62
533,Sicuani,PE,2021-12-05 13:55:48,-14.2694,-71.2261,54.25,62,100,1.97
534,Broken Hill,AU,2021-12-05 13:55:48,-31.95,141.4333,71.31,30,100,6.91
535,Coolum Beach,AU,2021-12-05 13:55:48,-26.5333,153.1,72.1,89,92,11.99
536,Hurricane,US,2021-12-05 13:55:48,37.1753,-113.2899,43.59,52,3,4.14
537,Greenfield,US,2021-12-05 13:55:49,42.9614,-88.0126,38.89,67,90,8.99
538,Wajima,JP,2021-12-05 13:55:49,37.4,136.9,43.92,67,9,6.44
539,Kapit,MY,2021-12-05 13:55:49,2.0167,112.9333,74.79,100,100,1.41
540,Chongqing,CN,2021-12-05 13:55:49,29.5628,106.5528,56.23,80,20,1.99
541,Sakakah,SA,2021-12-05 13:55:50,29.9697,40.2064,80.17,26,100,13.2
542,Dunedin,NZ,2021-12-05 13:53:11,-45.8742,170.5036,48.7,80,99,9.44
543,Hastings,GB,2021-12-05 13:55:50,50.8552,0.5729,44.91,85,75,20.24
544,Doctor Arroyo,MX,2021-12-05 13:55:50,23.6667,-100.1833,55.45,82,97,4.12
545,Lake Havasu City,US,2021-12-05 13:55:50,34.4839,-114.3224,58.1,32,1,1.99
546,Amga,RU,2021-12-05 13:55:51,60.8953,131.9608,-11.15,100,75,1.68
547,Saint-Georges,GD,2021-12-05 13:55:51,12.0564,-61.7485,85.68,66,40,23.02
548,Saint-Augustin,CA,2021-12-05 13:55:51,51.226,-58.6502,20.7,60,29,8.19
549,Rosario Do Sul,BR,2021-12-05 13:55:52,-30.2583,-54.9142,81.21,52,10,9.22
550,Lensk,RU,2021-12-05 13:55:52,60.7253,114.9278,-1.12,87,100,11.3
551,Yacuiba,BO,2021-12-05 13:55:52,-22.038,-63.6797,66.24,98,100,4.03
552,Emerald,AU,2021-12-05 13:55:52,-23.5333,148.1667,75.34,62,2,13.8
553,Puerto Escondido,MX,2021-12-05 13:55:53,15.85,-97.0667,78.78,57,0,3.89
554,Sawtell,AU,2021-12-05 13:55:53,-30.3833,153.1,65.19,95,90,13.8
555,Tahta,EG,2021-12-05 13:56:53,26.7693,31.5021,69.91,30,100,14.54
556,Zeya,RU,2021-12-05 13:56:54,53.75,127.2667,8.89,90,100,0.49
557,Carnarvon,AU,2021-12-05 13:56:54,-24.8667,113.6333,78.87,61,0,16.11
558,Pando,UY,2021-12-05 13:56:54,-34.7167,-55.95,70.99,73,90,11.5
559,Ponta Delgada,PT,2021-12-05 13:56:54,37.7333,-25.6667,68.5,55,20,8.05
560,Roros,NO,2021-12-05 13:56:55,62.5747,11.3842,10.24,79,75,12.66
561,Bud,US,2021-12-05 13:56:55,39.447,-86.1758,38.7,70,100,10.54
562,Areosa,PT,2021-12-05 13:56:55,41.7178,-8.8571,58.08,78,59,16.75
563,Tura,IN,2021-12-05 13:56:55,25.5198,90.2201,66.83,81,100,2.75
564,Mvuma,ZW,2021-12-05 13:56:56,-19.2792,30.5283,87.91,22,72,10.42
565,Davila,PH,2021-12-05 13:56:56,18.4726,120.5763,74.37,75,76,20.11
566,Bonthe,SL,2021-12-05 13:56:56,7.5264,-12.505,89.11,55,18,6.08
567,Oranjemund,NA,2021-12-05 13:56:56,-28.55,16.4333,67.05,73,0,15.64
568,Lagoa,PT,2021-12-05 13:56:57,39.05,-27.9833,62.96,75,100,13.24
569,Cabedelo,BR,2021-12-05 13:56:57,-6.9811,-34.8339,88.47,66,16,15.23
570,Waipawa,NZ,2021-12-05 13:56:57,-41.4122,175.5153,65.03,79,100,8.03
571,Abdulino,RU,2021-12-05 13:56:57,53.7,53.6667,24.39,98,100,2.33
572,Leiyang,CN,2021-12-05 13:56:58,26.4024,112.8591,53.83,59,0,1.03
573,Erzin,TR,2021-12-05 13:56:58,36.9559,36.2,70.32,42,99,5.17
574,Bar Harbor,US,2021-12-05 13:56:58,44.3876,-68.2039,34.99,70,20,12.3
575,Qom,IR,2021-12-05 13:56:58,34.6401,50.8764,52.84,41,100,3.53
576,Togur,RU,2021-12-05 13:56:59,58.3631,82.8265,33.28,90,100,15.64
577,Watertown,US,2021-12-05 13:56:59,42.3709,-71.1828,41.86,64,88,1.01
578,Praya,CV,2021-12-05 13:56:59,14.9215,-23.5087,79.34,57,0,23.02
579,Touros,BR,2021-12-05 13:55:07,-5.1989,-35.4608,88.7,60,8,17.16
580,Bayshore Gardens,US,2021-12-05 13:56:59,27.4253,-82.5904,66.27,75,1,6.71
581,Malpe,IN,2021-12-05 13:57:00,13.35,74.7167,81.7,79,0,8.95
582,College,US,2021-12-05 13:57:00,64.8569,-147.8028,-11.02,80,90,0.0
583,Silver City,US,2021-12-05 13:57:00,32.7701,-108.2803,46.63,42,90,5.99
584,Muros,ES,2021-12-05 13:57:00,42.7762,-9.0603,57.09,78,67,14.29
